OrgGroupCodeDesc,ContractNumber1,CentralNameLname1,CentralNameFname,ContractTitle1,CurrentContractStartDate,CurrentContractEndDate,CurrentContractAmount
"4010-Patient Serv Health,Patient Services",2020-00000576,Central Name,Central Name 2,Marlboro CSD - sharing of Abbott Binaxnow test kits,2020-12-15 00:00:00,2021-12-31 00:00:00,0.0000
"4010-Patient Serv Health,Patient Services",2020-00000579,Central Name,Central Name 2,Ellenville CSD - sharing of Abbott Binaxnow test kits,2020-12-15 00:00:00,2021-12-31 00:00:00,0.0000
"4010-Patient Serv Health,Patient Services",2020-00000573,Central Name,Central Name 2,Rondout Valley CSD - sharing of Abbott Binaxnow test kits,2020-12-15 00:00:00,2021-12-31 00:00:00,0.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2020-00000566,Central Name,Central Name 2,Loucks - Geotechnical Cone Penetration Testing at Ulster County ,2020-12-21 00:00:00,2021-02-28 00:00:00,8060.0600
"6010-DSS Services DSS,DSS Services",2021-00000034,Central Name,Central Name 2,A&T Healthcare - Nursing Assessment & Reviews,2021-01-01 00:00:00,2023-12-31 00:00:00,0.0136
"6010-DSS Services DSS,DSS Services",2021-00000035,Central Name,Central Name 2,Always There - Nursing Assessment & Reviews,2021-01-01 00:00:00,2023-12-31 00:00:00,0.0083
"6010-DSS Services DSS,DSS Services",2021-00000043,Central Name,Central Name 2,Step One - Client Drug Testing,2021-01-01 00:00:00,2022-12-31 00:00:00,48000.0700
"6010-DSS Services DSS,DSS Services",2021-00000063,Central Name,Central Name 2,UC Office for Aging - Vulnerable Older Adults Services (APS),2021-01-01 00:00:00,2025-12-31 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B20-052,Central Name,Central Name 2,LHV - Pre-Cast Concrete Bridge Deck Panels ,2021-01-01 00:00:00,2022-12-31 00:00:00,0.0800
"3020-Insurance Emergency Management / E911,Insurance",2021-00000074,Central Name,Central Name 2,Motorola - NG911 Phone System,2021-01-01 00:00:00,2021-12-31 00:00:00,69469.8000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B20-043,Central Name,Central Name 2,Bob Barker - Inmate Clothing & Supplies 2018,2021-01-01 00:00:00,2023-12-31 00:00:00,0.9365
"4310-Health Adm Mental Health,Health Administration",2021-00000022,Central Name,Central Name 2,Pinto - Family Court Evaluations ,2021-01-01 00:00:00,2021-12-31 00:00:00,0.3300
"4010-Health Adm Health,Health Administration",2021-00000041,Central Name,Central Name 2,Gilpatric - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"1420-Central Svc County Attorney,Central Services",2021-00000089,Central Name,Central Name 2,Rondout Legal - Legal Process Service,2021-01-01 00:00:00,2023-12-31 00:00:00,45000.0000
"6772-DSS Services Office for the Aging,DSS Services",2021-00000058,Central Name,Central Name 2,CelesteGravesFitness - Tai Chi Programs (EBP),2021-01-01 00:00:00,2021-12-31 00:00:00,14000.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000020,Central Name,Central Name 2,Jewelewicz-Nelson - Family Court Evaluations and CPL 730 Exams,2021-01-01 00:00:00,2021-12-31 00:00:00,0.3600
"1490-DPW Adm DPW,DPW Administration",2021-00000082,Central Name,Central Name 2,REVENUE: Catsill Mtn RR Tourist RR eastern Sgmt,2021-01-01 00:00:00,2021-12-31 00:00:00,50000.0000
"4010-Health Adm Health,Health Administration",2021-00000057,Central Name,Central Name 2,Seamon - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"4010-Health Adm Health,Health Administration",2021-00000042,Central Name,Central Name 2,Humiston - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000113,Central Name,Central Name 2,Ashley Mechanical - Steam Boilers & Actuators - Startup and,2021-01-01 00:00:00,2021-12-31 00:00:00,19478.2000
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000115,Central Name,Central Name 2,Ashley Mechanical - Installation of 2 New Chilled Water Coils at,2021-01-01 00:00:00,2021-12-31 00:00:00,15725.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000117,Central Name,Central Name 2,Safeco Alarm - Enterprise West Security Camera Installation ,2021-01-01 00:00:00,2021-03-31 00:00:00,8806.9300
"6772-DSS Services Office for the Aging,DSS Services",2021-00000116,Central Name,Central Name 2,Meci - Coordinator of HIICAP & NY Connects,2021-01-01 00:00:00,2021-03-31 00:00:00,7500.0100
"1165-ARP District Attorney,ARP", 2020-00000430,Central Name,Central Name 2,NYCOMCO - Lease Radio Equipment District Attorney ,2021-01-01 00:00:00,2025-12-31 00:00:00,68100.0000
"4010-Health Adm Health,Health Administration",2021-00000056,Central Name,Central Name 2,Millspaugh - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"4010-Health Adm Health,Health Administration",2021-00000059,Central Name,Central Name 2,Simpson - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"4010-Health Adm Health,Health Administration",2021-00000060,Central Name,Central Name 2,Wallkill - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"4310-Health Adm Mental Health,Health Administration",2021-00000024,Central Name,Central Name 2,Silverman - Family Court Evaluations,2021-01-01 00:00:00,2021-12-31 00:00:00,0.3300
"6010-DSS Admin DSS,DSS Administration",2021-00000027,Central Name,Central Name 2,Bonadio - Public Assistance Case Review,2021-01-01 00:00:00,2021-12-31 00:00:00,80000.0400
"1490-Buildings & Grds DPW,Buildings & Grounds",2020-00000562,Central Name,Central Name 2,"Tri County - Chiller Inspection, Servicing and Startup - ",2021-01-01 00:00:00,2021-05-31 00:00:00,19996.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000021,Central Name,Central Name 2,"Mundt - FC Evals, CPL 730 Exams, Family House Consults",2021-01-01 00:00:00,2021-12-31 00:00:00,0.3800
"6010-DSS Admin DSS,DSS Administration",2021-00000028,Central Name,Central Name 2,Family of Woodstock - Day Care Registration & Inspection,2021-01-01 00:00:00,2021-12-31 00:00:00,139787.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000030,Central Name,Central Name 2,Family of Woodstock - Emergency Services Hotline & Walk-in Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,120328.0000
"6010-DSS Services DSS,DSS Services",2021-00000031,Central Name,Central Name 2,Family of Woodstock - Family House Shelter for Youth (WMS) ,2021-01-01 00:00:00,2021-12-31 00:00:00,162600.0100
"6010-DSS Admin DSS,DSS Administration",2021-00000032,Central Name,Central Name 2,Family of Woodstock-Homeless Shelters Darmstadt& Family Inn(WMS),2021-01-01 00:00:00,2021-12-31 00:00:00,1665000.0200
"6010-DSS Services DSS,DSS Services",2021-00000033,Central Name,Central Name 2,Family of Woodstock - Independent Living Program,2021-01-01 00:00:00,2021-12-31 00:00:00,75000.0000
"1490-DPW Adm DPW,DPW Administration",2020-00000498,Central Name,Central Name 2,IMA Ulster BOCES County Electricians Licensing Testing Board,2021-01-01 00:00:00,2022-07-31 00:00:00,0.0600
"1430-Contracts Personnel,Contract Management",2021-00000067,Central Name,Central Name 2,PeopleSystems - Unemployment Claims Consultant,2021-01-01 00:00:00,2021-12-31 00:00:00,4131.6000
"4010-Health Adm Health,Health Administration",2021-00000054,Central Name,Central Name 2,Torsone - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"1430-Contracts Personnel,Contract Management",2021-00000066,Central Name,Central Name 2,Anderson Medical PC dba Emergency One - Employee Assistance Prog,2021-01-01 00:00:00,2023-12-31 00:00:00,59400.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2021-00000084,Central Name,Central Name 2,Creighton - Design Svcs McKinstry Bridge BIN#3347450,2021-01-01 00:00:00,2022-06-30 00:00:00,113000.0000
"1430-Contracts Personnel,Contract Management",2021-00000068,Central Name,Central Name 2,YMCA - Physical Agility for Police & Deputy Sheriff candidates,2021-01-01 00:00:00,2021-12-31 00:00:00,1000.0800
"4310-Health Adm Mental Health,Health Administration",2021-00000144,Central Name,Central Name 2,Access Supports for Living - Expanded Mobile MH,2021-01-01 00:00:00,2021-12-31 00:00:00,150000.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000079,Central Name,Central Name 2,UC Ag Society - UC Fairgrounds License Agreement  ,2021-01-01 00:00:00,2025-12-31 00:00:00,0.0000
"4010-Patient Serv Health,Patient Services",2021-00000019,Central Name,Central Name 2,New Paltz Church of the Nazarene - Lease Space for WIC Clinics,2021-01-01 00:00:00,2022-12-31 00:00:00,7200.0000
"1010-ARP Legislature,ARP",2021-00000132,Central Name,Central Name 2,Ellenbogen - Legislative Session Webcasting,2021-01-01 00:00:00,2021-12-31 00:00:00,17880.0000
"6010-DSS Services DSS,DSS Services",2021-00000202,Central Name,Central Name 2,Minds in Motion - Preschool Special Education,2021-01-01 00:00:00,2023-06-30 00:00:00,0.0400
"6772-DSS Services Office for the Aging,DSS Services",2021-00000065,Central Name,Central Name 2,Health Alliance WoRx - Evidence Based Programming Administration,2021-01-01 00:00:00,2021-12-31 00:00:00,6000.5200
"6010-DSS Admin DSS,DSS Administration",2021-00000044,Central Name,Central Name 2,Taconic Resources - Sign Language Interpreter,2021-01-01 00:00:00,2021-12-31 00:00:00,25000.0700
"4310-Health Adm Mental Health,Health Administration",2021-00000094,Central Name,Central Name 2,ARC Ulster-Greene - NYS OPWDD State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,287713.0000
"3140-Jail Probation,Corrections",2021-00000086,Central Name,Central Name 2,Northeast Polygraph Services-Polygraph Services 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,9500.0000
"4010-Health Adm Health,Health Administration",2021-00000025,Central Name,Central Name 2,Copeland-Hammerl - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"4010-Env Health Health,Environmental Health Services",2021-00000017,Central Name,Central Name 2,Wapner Koplovitz & Futerfas - Representation at Hearings,2021-01-01 00:00:00,2021-12-31 00:00:00,0.1000
"6010-DSS Services DSS,DSS Services",2021-00000206,Central Name,Central Name 2,Driscoll Santicola - Preschool Special Education Services,2021-01-01 00:00:00,2023-06-30 00:00:00,0.0100
"4010-Health Adm Health,Health Administration",2021-00000037,Central Name,Central Name 2,DiDonato - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"1680-OBS Information Services,Office of Business Services",2021-00000108,Central Name,Central Name 2,NTS - TEAM SUITE Software Support & Maintenance,2021-01-01 00:00:00,2023-12-31 00:00:00,178793.0000
"1165-ARP District Attorney,ARP",2021-00000292,Central Name,Central Name 2,RBT - Fraud Examination Assistance ,2021-01-01 00:00:00,2021-12-31 00:00:00,0.0000
"1165-ARP District Attorney,ARP",2021-00000293,Central Name,Central Name 2,RBT - Fraud Examination Assistance,2021-01-01 00:00:00,2021-12-31 00:00:00,21100.1300
"3140-Jail Probation,Corrections",2021-00000179,Central Name,Central Name 2,Family of Woodstock - EVOLVE 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,55000.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000002,Central Name,Central Name 2,UC Sheriff- STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,11700.0000
"4010-Health Ed Health,Health Education",2021-00000138,Central Name,Central Name 2,Hudson Valley Nat Cntr for Vtrn Reint-Access to Technology ,2021-01-01 00:00:00,2022-01-01 00:00:00,2338.8600
"4010-Health Adm Health,Health Administration",2021-00000038,Central Name,Central Name 2,Moylan - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"6010-DSS Admin DSS,DSS Administration",2021-00000152,Central Name,Central Name 2,Family of Woodstock - Family Violence Option,2021-01-01 00:00:00,2021-12-31 00:00:00,32400.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000005,Central Name,Central Name 2,Marlborough STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,2000.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000006,Central Name,Central Name 2,New Paltz STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,3800.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000008,Central Name,Central Name 2,Saugerties STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,3250.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000009,Central Name,Central Name 2,Shawangunk STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,1100.0000
"6010-DSS Services DSS,DSS Services",2021-00000036,Central Name,Central Name 2,Family Services - Family Education Services,2021-01-01 00:00:00,2021-12-31 00:00:00,544000.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000016,Central Name,Central Name 2,Mobile Life - Ambulance Services per NYS Mental Hygiene Law,2021-01-01 00:00:00,2021-12-31 00:00:00,0.1600
"4010-Health Adm Health,Health Administration",2021-00000026,Central Name,Central Name 2,Leahy - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"6010-DSS Services DSS,DSS Services",2021-00000048,Central Name,Central Name 2,UC Office for Aging - Sr. Typist Shared Services,2021-01-01 00:00:00,2022-12-31 00:00:00,70351.0000
"1430-Contracts Personnel,Contract Management",2021-00000075,Central Name,Central Name 2,Hurley - Pre-Employment Physicals & Drug Screens,2021-01-01 00:00:00,2021-12-31 00:00:00,2375.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000090,Central Name,Central Name 2,Ashley Mechanical - Boilers at UCLEC Maintenance 	,2021-01-01 00:00:00,2022-12-31 00:00:00,57401.1500
"6010-DSS Services DSS,DSS Services",2021-00000052,Central Name,Central Name 2,YWCA - Families Now (WMS),2021-01-01 00:00:00,2021-12-31 00:00:00,450839.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000258,Central Name,Central Name 2,Goliger - Family Court Evaluations and CPL 730,2021-01-01 00:00:00,2021-12-31 00:00:00,0.3600
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000083,Central Name,Central Name 2,Eastern - UCLEC & UCAT HVAC Controls Maintenance,2021-01-01 00:00:00,2022-12-31 00:00:00,75200.0700
"4010-Health Adm Health,Health Administration",2021-00000107,Central Name,Central Name 2,Legal Shred - On-site Shredding,2021-01-01 00:00:00,2022-12-31 00:00:00,5460.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000045,Central Name,Central Name 2,UCAT - Transportation to DSS Clients & Customers ,2021-01-01 00:00:00,2025-12-31 00:00:00,0.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000049,Central Name,Central Name 2,UC Sheriff - Security Services for Development Court Complex,2021-01-01 00:00:00,2021-12-31 00:00:00,580415.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000050,Central Name,Central Name 2,UC Veterans - Referral Services,2021-01-01 00:00:00,2021-12-31 00:00:00,368172.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000007,Central Name,Central Name 2,Rosendale STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,2000.0000
"8020-DSS Services Planning,DSS Services",2021-00000300,Central Name,Central Name 2,RUPCO - Support Services for UC Continuum of Care (COC) 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,31000.0000
"1010-ARP Legislature,ARP",2021-00000155,Central Name,Central Name 2,UC Community Action - Help Residents Become Self-Sufficient ,2021-01-01 00:00:00,2021-12-31 00:00:00,28750.0000
"1010-ARP Legislature,ARP",2021-00000151,Central Name,Central Name 2,General Code - Codification Adopted County Laws,2021-01-01 00:00:00,2023-12-31 00:00:00,20000.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000003,Central Name,Central Name 2,Kingston STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,3250.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000195,Central Name,Central Name 2,NAMI - Mental Health Education to Schools,2021-01-01 00:00:00,2021-12-31 00:00:00,25000.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000121,Central Name,Central Name 2,REVENUE: NYS OASAS - 2021 State Aid Funding Authorization,2021-01-01 00:00:00,2021-12-31 00:00:00,953275.0000
"1010-ARP Legislature,ARP",2021-00000159,Central Name,Central Name 2,People's Place - Meals,2021-01-01 00:00:00,2021-12-31 00:00:00,5000.0000
"1010-ARP Legislature,ARP",2021-00000199,Central Name,Central Name 2,Cornell - Non-Credit Education Services ,2021-01-01 00:00:00,2021-12-31 00:00:00,325800.0000
"1010-ARP Legislature,ARP",2021-00000162,Central Name,Central Name 2,Family of Woodstock - Supervised Visitation Non-Custodial Parent,2021-01-01 00:00:00,2021-12-31 00:00:00,25000.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000011,Central Name,Central Name 2,Woodstock STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,1100.0000
"1010-ARP Legislature,ARP",2021-00000154,Central Name,Central Name 2,Awareness - Peer to Peer Counseling ,2021-01-01 00:00:00,2021-12-31 00:00:00,12500.0000
"4010-Patient Serv Health,Patient Services",2021-00000018,Central Name,Central Name 2,Parish of Trinity Church - Permissive Use for WIC Clinic,2021-01-01 00:00:00,2022-12-31 00:00:00,3600.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000001,Central Name,Central Name 2,UC District Attorney-STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,38000.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000148,Central Name,Central Name 2,Family of Woodstock - Title XX Domestic Violence Assistance,2021-01-01 00:00:00,2021-12-31 00:00:00,73511.0000
"6010-DSS Legal DSS,Legal",2021-00000122,Central Name,Central Name 2,Rondout Legal - Legal Process Service,2021-01-01 00:00:00,2023-12-31 00:00:00,225000.4700
"1010-ARP Legislature,ARP",2021-00000229,Central Name,Central Name 2,Walker Valley Chemical Burn Tower Replacement & Repair,2021-01-01 00:00:00,2021-12-31 00:00:00,10000.0000
"1010-ARP Legislature,ARP",2021-00000157,Central Name,Central Name 2,Arts Mid-Hudson - UC Cultural Svcs & Promotion Fund Facilitation,2021-01-01 00:00:00,2021-12-31 00:00:00,60000.0000
"4010-Health Adm Health,Health Administration",2021-00000053,Central Name,Central Name 2,Loucks - Removal & Transport of Human Remains,2021-01-01 00:00:00,2023-12-31 00:00:00,0.1100
"6010-DSS Services DSS,DSS Services",2021-00000147,Central Name,Central Name 2,Liberty Resources - Trauma Specialist Case Manager,2021-01-01 00:00:00,2022-12-31 00:00:00,159176.0003
"3140-Jail Probation,Corrections",2021-00000270,Central Name,Central Name 2,Legal Services (LSHV) -Legal Svcs for Domestic Violence Cases,2021-01-01 00:00:00,2021-12-31 00:00:00,50006.5800
"1010-ARP Legislature,ARP",2021-00000198,Central Name,Central Name 2,"UC Soil & Water - Design,Engineer & Implement Agronomic Projects",2021-01-01 00:00:00,2021-12-31 00:00:00,61305.0000
"1010-ARP Legislature,ARP",2021-00000156,Central Name,Central Name 2,UPAC - Maintenance & Operation for Public Benefit ,2021-01-01 00:00:00,2021-12-31 00:00:00,12500.0000
"1170-ARP Public Defender,ARP",2021-00000282,Central Name,Central Name 2,Revenue: NYS OILS - Distribution 11,2021-01-01 00:00:00,2023-12-31 00:00:00,881088.0000
"3140-STOP DWI Probation,STOP DWI",2021-00000010,Central Name,Central Name 2,Ulster STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,3800.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000345,Central Name,Central Name 2,Home Health Pavilion - EMOD CFCO-0121,2021-01-01 00:00:00,2021-09-30 00:00:00,12195.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000346,Central Name,Central Name 2,National Seating & Mobility - EMOD CFCO-0123,2021-01-01 00:00:00,2021-09-30 00:00:00,7645.0000
"1165-ARP District Attorney,ARP",2021-00000340,Central Name,Central Name 2,REVENUE: NYS DCJS Crimes Against Revenue (CARP),2021-01-01 00:00:00,2021-12-31 00:00:00,143600.0000
"4010-Health Ed Health,Health Education",2021-00000139,Central Name,Central Name 2,Institute for Family Health - Develop Website Landing Page ,2021-01-01 00:00:00,2022-03-31 00:00:00,3500.0000
"1010-ARP Legislature,ARP",2021-00000200,Central Name,Central Name 2,Dispute Resolution - Advocacy for Abused & Neglected Children ,2021-01-01 00:00:00,2021-12-31 00:00:00,26500.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000023,Central Name,Central Name 2,Schleuderer - CPL 730 Fitness to Proceed,2021-01-01 00:00:00,2021-12-31 00:00:00,0.0300
"5630-ARP UCAT,ARP",2021-00000013,Central Name,Central Name 2,Complete Building - UCAT Bus Cleaning Services,2021-01-01 00:00:00,2022-08-31 00:00:00,89740.0000
"4010-Health Ed Health,Health Education",2021-00000140,Central Name,Central Name 2,Maternal Infant Services Network - Access to Technology,2021-01-01 00:00:00,2022-03-31 00:00:00,1300.0000
"4010-Env Health Health,Environmental Health Services",2021-00000295,Central Name,Central Name 2,UC SPCA - Spay & Neuter Services for Feral Cats,2021-01-01 00:00:00,2021-12-31 00:00:00,23500.0500
"7310-DSS Services Youth Bureau,DSS Services",2021-00000242,Central Name,Central Name 2,Friends of Little Ones - Little Ones Learning Center Program,2021-01-01 00:00:00,2021-12-31 00:00:00,3500.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000409,Central Name,Central Name 2,Jewelewicz-Nelson - Family Court Evaluations and CPL 730 Exams,2021-01-01 00:00:00,2022-12-31 00:00:00,0.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000361,Central Name,Central Name 2,ReTech Associates - CFCO V-Mod Evaluator,2021-01-01 00:00:00,2022-12-31 00:00:00,4900.0000
"6010-DSS Admin DSS,DSS Administration",2021-00000344,Central Name,Central Name 2,Mobility Works - Community First Choice Option VMOD CFCO-0112,2021-01-01 00:00:00,2021-09-30 00:00:00,26920.0000
"1430-Contracts Personnel,Contract Management",2021-00000143,Central Name,Central Name 2,APM HR dba Normann Staffing - Temporary Employment Services,2021-01-01 00:00:00,2021-12-31 00:00:00,45000.0200
"3140-STOP DWI Probation,STOP DWI",2021-00000004,Central Name,Central Name 2,Lloyd STOP DWI Task Force 2021,2021-01-01 00:00:00,2021-12-31 00:00:00,4400.0000
"1430-Contracts Personnel,Contract Management",2021-00000070,Central Name,Central Name 2,Ira B. Lobel - Hearing Officer - Section 75,2021-01-01 00:00:00,2021-12-31 00:00:00,12000.2100
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B20-044,Central Name,Central Name 2,ColorPage - Printing Services,2021-01-01 00:00:00,2022-12-31 00:00:00,1.0030
"1430-Contracts Personnel,Contract Management",2021-00000071,Central Name,Central Name 2,E. Michael Kavanagh - Hearing Officer - Section 75,2021-01-01 00:00:00,2021-12-31 00:00:00,12000.2100
"6010-DSS Services DSS,DSS Services",2021-00000356,Central Name,Central Name 2,McGuinness - Consulting for Software & Medicaid Claiming,2021-01-01 00:00:00,2022-06-30 00:00:00,89750.0000
"1420-Central Svc County Attorney,Central Services",2021-00000104,Central Name,Central Name 2,Bowitch - Enviromental Legal Services,2021-01-01 00:00:00,2021-12-31 00:00:00,0.0302
"1420-Central Svc County Attorney,Central Services",2021-00000105,Central Name,Central Name 2,Bowitch - County of Ulster vs Cedar Ridge Dev. Corp,2021-01-01 00:00:00,2021-12-31 00:00:00,0.0302
"1420-Central Svc County Attorney,Central Services",2021-00000106,Central Name,Central Name 2,Bowitch - 300 Enterprise,2021-01-01 00:00:00,2021-12-31 00:00:00,0.0302
"7310-DSS Services Youth Bureau,DSS Services",2021-00000240,Central Name,Central Name 2,Center For Creative - Arts & Wellness Program,2021-01-01 00:00:00,2021-12-31 00:00:00,11000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000465,Central Name,Central Name 2,Dispute Resolution - Court Appointed Advocates for Youth,2021-01-01 00:00:00,2021-12-31 00:00:00,0.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000092,Central Name,Central Name 2,Family Services - NYS OASAS State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,345723.0000
"1430-Contracts Personnel,Contract Management",2021-00000072,Central Name,Central Name 2,Michael J. Smith - Hearing Officer - Section 75,2021-01-01 00:00:00,2021-12-31 00:00:00,12000.2100
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000080,Central Name,Central Name 2,County Waste and Recycling - Trash & Recycling Services,2021-01-01 00:00:00,2023-12-31 00:00:00,213500.8200
"7310-DSS Services Youth Bureau,DSS Services",2021-00000238,Central Name,Central Name 2,Boys & Girls Club - Gang Prevention Outreach Program,2021-01-01 00:00:00,2021-12-31 00:00:00,13000.0000
"6772-DSS Services Office for the Aging,DSS Services",2021-00000353,Central Name,Central Name 2,Jewish Family Services - Volunteer Program,2021-01-01 00:00:00,2022-12-31 00:00:00,48100.1700
"4310-Health Adm Mental Health,Health Administration",2021-00000093,Central Name,Central Name 2,Rehabilitation Support Services - NYS OMH & OASAS State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,707581.0000
"6010-DSS Services DSS,DSS Services",2021-00000051,Central Name,Central Name 2,Youth Advocate Programs - YAP Youth Advocacy Services (WMS) ,2021-01-01 00:00:00,2021-12-31 00:00:00,525780.0000
"4010-Health Ed Health,Health Education",2021-00000169,Central Name,Central Name 2,Family Services - Substance Abuse Prevention Campaigns,2021-01-01 00:00:00,2022-07-31 00:00:00,284859.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000091,Central Name,Central Name 2,Access Supports for Living - NYS OMH State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,727077.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000095,Central Name,Central Name 2,Astor Services for Children & Families - NYS OMH State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,385367.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000096,Central Name,Central Name 2,Family of Woodstock - NYS OMH & OASAS State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,1116217.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000097,Central Name,Central Name 2,"Gateway - NYS OMH, OASAS & OPWDD State Aid",2021-01-01 00:00:00,2021-12-31 00:00:00,1968556.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000100,Central Name,Central Name 2,PEOPLe - NYS OMH State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,323383.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000101,Central Name,Central Name 2,Mental Health Association - NYS OMH State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,2084693.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000087,Central Name,Central Name 2,MG Engineering - Engineering/Design Services UCLEC Boiler,2021-01-01 00:00:00,2023-12-31 00:00:00,49000.0000
"4010-Health Adm Health,Health Administration",2021-00000208,Central Name,Central Name 2,Cornerstone Family Healthcare - Harm Reduction Program,2021-01-01 00:00:00,2022-07-31 00:00:00,100000.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2021-00000012,Central Name,Central Name 2,Ulster - Firearms Range 2021-2022,2021-01-01 00:00:00,2022-12-31 00:00:00,0.0100
"6010-DSS Services DSS,DSS Services",2021-00000039,Central Name,Central Name 2,Larsen - Foster Parent Trainer,2021-01-01 00:00:00,2021-12-31 00:00:00,4000.0300
"3020-Insurance Emergency Management / E911,Insurance",2021-00000358,Central Name,Central Name 2,Revenue: NYS DHSES - PSAP FY2020-21,2021-01-01 00:00:00,2021-12-31 00:00:00,125412.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000533,Central Name,Central Name 2,Wallkill Fire District -  Lease Sheriff's Wallkill Substation,2021-01-01 00:00:00,2026-12-31 00:00:00,45000.0000
